Owner name,Agency name,Email,Address,Telephone,Telephone 2,Thumbnail image URL
"Mohammed Amin, Proprietor",KAGRI INTERNATIONAL TRAVELS & TOURS,kagritravels@gmail.com,"2/A,(2nd Floor) Sanmar RL Park View ,South Khulshi Road,Chattogram",+88 01819334500, 01787664161,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1098/OwnerPhoto_1754.jpg
"Late Mr. Abdul Ghafur, Proprietor",Haramine Travels & Tours,haraminett@gmail.com,Ismail Mansion,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1099/OwnerPhoto_Owner Pic.jpg
"Mr. Anisur Rahman, Proprietor",Samin Tours & Travels,samintours2012@gmail.com,"11, Fakirapool (Ground Floor),C",01727700133, 01916679423,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1100/OwnerPhoto_Samin Tours & Travels.png
"Mr. Md. Zafar Khandaker, Proprietor",Sumi Tours & Travels,sumitravels2012@gmail.com,"H-86 (7th Floor), Amina Bhaban  Bir Uttam Ziaur Rahman Road Kakoli, Banani",['01713006167'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1101/OwnerPhoto_Sumi Tours & Travels.png
"Mr. Md. Khairul Aname,  Managing Partner",M.A.M. International Travel & Tours,maminternational916@gmail.com,"Rahman Market, Hemayetpur Savar, Dhaka",['01712074027'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1102/OwnerPhoto_2786.jpg
"Mr. Haji Muhammad Al-Amin, Proprietor",Sonia Travels & Tours,alaminbdk@gmail.com,"VIP Tower (13th Floor), 51/1, V.I.P. Road, Naya Paltan",['01722099632'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1103/OwnerPhoto_Sonia Travels & Tours.jpg
"Mr. Md. Farhad Gani, Managing Director",Flamingo Tours & Travel Ltd,farhad@flamingotoursbd.com,"21/22, Akhtaruzzaman Centre (6th Floor), Agrabad, C/A, Chittagong",['01713221593'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1104/OwnerPhoto_Flamingo238.jpg
"Alim Murad, Chairman",Delete 81,demo-c22b4903-21c1-4ae6-a203-de46b8c24a16@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr.Md.Daluwar Hossain, Proprietor",Amit Travel International,amit_ridhi01@yahoo.com,"55 Purana Paltan, Azad Centre(2nd Floor), Dhaka.",01688598241, 01190832923,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1106/OwnerPhoto_Amit Travel International.jpg
"Md. Abu Saleh, Proprietor",An-Nazat Travels & Tours,annajattravels1526@gmail.com,"28/1/C Toyenbee Circular Road, Rahamania International Complex (9th Floor), Suite # 8, Motijheel,",['01715512343'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1107/OwnerPhoto_OwnerPhoto_Owner pic.jpg
"Mr. Kabir Ahmed, Proprietor",Conveyor Aviation & Adventures,aviation@conveyour.com.bd,"57, Kemal Ataturk Avenue (1st Floor) Banani C/A, Dhaka",['01552111111'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1108/OwnerPhoto_Conveyor Aviation & Adventures.jpg
"Mr. Hafez Saiful Islam, Chairman",Conway Travels & Tours,conway569@yahoo.com,"Rokeya Mansion (8th Floor),36 Purana Paltan Line (VIP Road) Dhaka-1000.",['01726027537'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1109/OwnerPhoto_Conway Travels & Tours.jpg
"Mr. A.A.M Muradul Islam , Proprietor",Cosmos Holidays,muradtato@gmail.com,"House # 17, Road # 1, Sector # 6, Uttara, Dhaka - 1230",['01711877163'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1110/OwnerPhoto_Cosmos Holidays.jpg
"Mr. Fazle Rabbee Chowdhury,  Managing Director",Ananash Travel Related Services Ltd.,info@ananash.com,"House # 57 B, 2nd Floor Road # 21",['01713 002828'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1111/OwnerPhoto_Ananash Travel Related Services Ltd..png
"Mr.Md.Mahmudul Hasan, Proprietor",COZY TOURS & TRAVELS LTD,cozytourstravelsltd@gmail.com,"H-79, Block-M/1, 4th Floor, Shikder Plaza, New Airport Road, Chairman Bari, Banani,",['01713355102'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr.Md.Mahmudul Hasan, Proprietor",Ananda Air International,anandaairintl@yahoo.com,"40/1/D (3rd Floor), Inner Circular VIP Road",01716512204, 01950461056,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1113/OwnerPhoto_Ananda Air International.jpg
"Late A. K. M. Helal Uddin, Managing Director",Qibla Travels Ltd.,qiblatravelsbd@gmail.com,"House # 01, Main Road, Block # B, Banasree, Rampura, Dhaka -1219",01611120112, 01711051581,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Md. Alamgir Hossain, Chairman",Homayera Hajj Travels Ltd.,homayera.int@gmail.com,"House # 40, Road # 05, Block # B Banasree, Rampura, Dhaka.",['01740284099'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1115/OwnerPhoto_img20200123_12051526.jpg
"Md. Jubayer Hossain, Managing Director",Radiant Travels Limited,radianttravelsbd@yahoo.com,"House # 1, Main Road, Block # B, Banasree, Rampura",['01963639909'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1116/OwnerPhoto_2327.jpg
"Khandaker Mahbub Ahsan , Proprietor",Angel International BD,demo-31d4a2bf-9dbc-4c37-874d-e6b4e412f1d4@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mowlana Anisur Rahman, Proprietor",Anis Travels & Tours,anisur-rahman@yahoo.com,Haji Kamrul Market Zirabo Bus Stand,['01715766027'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1118/OwnerPhoto_Anis Travels & Tours.png
"Mr.Md.Nasir Uddin, Managing Partner",Anika Aviation,nasirhot@yahoo.com,"66/A, Naya Paltan (8th Floor)",['01715076931'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1119/OwnerPhoto_Anika Aviation.png
"Mr.Al-Hajj Monir Hossain, Proprietor",Anas Travels & Tours,anastravels@yahoo.com,"4/7, Eastern Yakub Plaza(4th Floor)",['01715266936'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1120/OwnerPhoto_Anas Travels & tours 778.jpg
"Mr.Kamrul Hasan Tipu, Proprietor",Muntaqa Tours & Travels,muntaqa568@gmail.com,"Al-Amin Islam Bhaban(3rd Floor), Room #07,33 Nayapaltan ,VIP Road ,Dhaka-1000.",+8801740569840,01819231041,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1121/OwnerPhoto_958.png
"Mr. Md. Harun-ur-Rashid , Chairman",Asian Islami Travels Agency Ltd,chairmanasiantex@gmail.com,"28, Dilkusha C/A (4th Floor), Suite # 404",['01747975457'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1122/OwnerPhoto_Asian Islami Travels Agency Ltd.jpg
"Mr. Md. Eskander Ali Khan, Chairman",Anfal International Ltd.,demo-c6bfe25b-e54c-4872-ab66-ea6ddce3263f@gmail.com,"BCIC Building, (14th Floor), 30-31","['0171507693', ' 01755599482', '01715122641', '01712837131']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1123/OwnerPhoto_Anfal International Ltd..jpg
"Mr. Md. Akmal Hossain, Proprietor",Anjan Air Travels,anjan_airtravels@yahoo.com,85/1/A Purana Paltan Line (1st Floor),['01711 531772'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1124/OwnerPhoto_Anjan Air Travels.png
"Mr. Rezaul Hasan Chowdhury (Opu),  Managing Director",Anowar Tours & Travels Ltd.,opu.att@gmail.com,"Plot # 22, Rob Super Market (1st Floor), Room # 4, Gulshan-2, Dhaka-1212",01819249540,01819249543,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Anowarul Islam, Proprietor",Mubassirah Travels & Tours,anowarf.salam@gmail.com,"48/A-B Bautul Khair Bhabon (6th Floor),",['+8801703225309'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1126/OwnerPhoto_4405.jpg
"Mr. Anoarul Islam, Proprietor",Anower Air International,sumikamsdivbhd@gmail.com,"199, Shahid Syed Nazrul Islam Sarani, Akram Tower (12th Floor),Suite",['01718096307'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1127/OwnerPhoto_Anower Air International.jpg
"Late Mawlana Mohammed Habibulla Ansari, Proprietor",Ansary Overseas,ansari_overseas@yahoo.com,"Brother and Brother Nir, Harajill R/A,Siddirgonj, Narayangonj.",['01819135716'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1128/OwnerPhoto_Ansary Overseas.png
"Mrs. Soma Alam, Partner",Antaralay Tour & Travels,demo-9a9192bb-4744-4298-b20e-0ab6efb33b8c@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr.Mesbah Uddin Sayed, Proprietor",Antarik Travel Internatinal,antariktravel@yahoo.com,"65/2/1, Paramount Hights (4th Floor), Box Culvert Road, Paltan, Dhaka-1000",['01715021648'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1130/OwnerPhoto_Antarik Travel Internatinal.png
"Mr. Allen Joseph Gomes, Proprietor",Antioch (Travel Agent),antiochme@yahoo.com,"136/A, Jahanara Garden (Ground Floor)",['01713063979'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1131/OwnerPhoto_Antioch (Travel Agent).jpg
"Mrs. Ayesha Siddika, Proprietor",Antique Travels,info1@bluestarbd.com,"House no # 12, Road No # 09, Block # j, Baridhara, (Near sydey international school)",['01711 645734'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1132/OwnerPhoto_Antique Travels.png
"Mr. Mohammad Tayyebur Rahman, Managing Partner",Anzum Overseas,rashashara@yahoo.com,"Baitul Khair, (1 st Floor) 48-AB, (Near North Gate Of Baitul Mukarram)",01713-026376, 01973026376,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1133/OwnerPhoto_anzum overseas168.jpg
"Arifur Rahman, Proprietor",Aparajita Trade International,oparajitati@gmail.com,"Dr. Nawab Ali Tower, 24, Purana Paltan (4th Floor) Room- 402,403,",+8801721296503, 01912355807,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1134/OwnerPhoto_Aparajita Trade International.jpg
"Mr. Mohd Atiqul Hoque, Managing Director",Appolo Tours & Travels Ltd,appolotourstravels@gmail.com,"10, Dilkusha C/A, Jibon Bima Tower (6th Floor), Dhaka-1000.",['01729094498'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1135/OwnerPhoto_Appolo160.jpg
"Mr. Mohammed Salim, Proprietor",Apu Travel and Tours,manikliton@gmail.com,292 Inner Circular Road Shatabdi Centre,['01819133757'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1136/OwnerPhoto_Apu Travel and Tours.jpg
"Mr.Abdul Ahad, Proprietor",Delete 884,demo-b41c50fe-68d6-40bf-a846-bcee9f544359@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Kabir Uddin Ahmed, Managing Director",Diamond Travels Limited,diamondtravels798@yahoo.com,"35/4, Kamlapur Bazar Road (1st Floor)",['01715 090823'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1138/OwnerPhoto_Diamond Travels Limited.png
"Mr. Mohammad Jashim Uddin, Proprietor",Nure Modina Travels & Tours,jashimmd96@yahoo.com,"Azadi Bazar Jame Masjid Market (2nd Floor), Dharmapur, Fatikchari",01815671345, 01855079979,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1139/OwnerPhoto_3269.jpg
"Mr. Mosharaf Hossain Chowdhury, Proprietor",Chowdhury Air Travels & Tours,mdmosharafbd@yahoo.com,"14, Madanpal Lane Nawabpur",01552 360556, 01716667111,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1140/OwnerPhoto_Chowdhury Air Travels & Tours.png
"Mr. Gobindra Chandra Saha, Managing Partner",M. R. Rajdhani Travels,demo-a8bd1f2f-8985-48c9-a48f-ba8c9d26b933@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr.Md.Masum Billah, Managing Director",Mimba Tours & Travels Ltd.,mimbagroup@gmail.com,"20/1 Mohini Mohon Das lane Sham Bazar,  Sutrapur,",['01715066789'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1142/OwnerPhoto_IMG_20190424_0001.jpg
"Mr. A.T.M. Shoaib, Managing Partner",Sunbay Travels Services,sunbaytravels@gmail.com,"1,1/1 Nayapaltan J2, 2nd Floor, Rupayan Taj Commercial or Residential Building, Dhaka",01745923770, 01928035486,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1143/OwnerPhoto_Sunbay Travels Services.jpg
"Mr. Md. Azizul Hoqe (Dulal), Proprietor",Arab Bangla Overseas,ab_hoque@yahoo.com,"40, Naya Paltan Lane (Ground Floor) 3, Engineers Court",01819 187244, 01911449360,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1144/OwnerPhoto_Arab bangla 129.jpg
"Mr.Mohammad Abu Taher, Proprietor",Arab Bangladesh Overseas & Hajj Group,abohajjgroup@gmail.com,"186/200, Khaja Market CDA Avenue, Muradpur, Chittagong",['01816440555'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1145/OwnerPhoto_Arab Bangladesh Overseas & Hajj Group.png
"Mr. Jamaluddin Ahmed, Managing Director",Arabian Gulf Associates Co. Ltd.,info@agacoltd.com,"M-112, Merul Badda, P.S-Badda, Dhaka-1212",01711592633,01819263552,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1146/OwnerPhoto_Arabian Gulf Associates Co. Ltd..jpg
"Mr. Mohammad Serajul Islam, Managing Director",Arefin Travels Limited,arefin032@yahoo.com,"62/1, Purana Paltan (1st Floor)",['01713001915'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1147/OwnerPhoto_Arefin Travels Limited.png
"Mr.Md Shahinur Rahman Miah, Proprietor",Arick Travels & Tours,861@gmail.com,"45 Naya Paltan (1st Floor), (Opposite Paltan Thana),",['01711234861'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1148/OwnerPhoto_Arick travels140.jpg
"Mr.Amzad Hossain, Proprietor",Arshinagor Travels & Tours,arshinagortravels@gmail.com,"4E/A (1st Floor), 1st Colony Mazar Road,",01864092677, 01813758599,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1149/OwnerPhoto_Arshinagor Travels 122.jpg
"Noor Muhammad, Proprietor",Asa Aviation,asaaviationhl342@gmail.com,"Grand Azad Center (9th Floor), 55 purana Paltan,","['01759198305', ' 01684105522', ' 01878115651']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1150/OwnerPhoto_Asa Aviation.jpg
"Mr. Md. Shafiqul Islam Chowdhury, Proprietor",Asgor Aviation Services,islam219@gmail.com,"Tapa Complex (5th Floor), 169/Ka, Sahid Syed Nazrul Islam Sarani",['01977744451'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1151/OwnerPhoto_Asgor Aviation Services.jpg
"Al- Haj M. Amir Hossain, Managing Director",Asha Air International Ltd,hossain12003@yahoo.co.uk,"292 Inner Circuler Road,Shotabdi Center,(17th Floor)Suit-17/A,Fakirapool,Dhaka-1000.",01711157573, 01911385126,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1152/OwnerPhoto_Asha Air International ltd.jpg
"Mr. Mozibar Rahman, Proprietor",B R B Travels,brbtravels@yahoo.com,"56 Kazi Nazrul Islam Avenue,Kawran Bazar, Dhaka-1215",['01730354475'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1153/OwnerPhoto_325.png
"Dr. Md. Hasanuzzaman, Proprietor",Sadman Travels,hasanuzzaman.dr@gmail.com,"17/2, Pondit Para, Mymensingh",['01711-330087'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1154/OwnerPhoto_Sadman Travels.png
"Mr. Md. Foyazur Rahman Asad, Proprietor",Natore Air International,natoreairinternational@gmail.com,"Janaseba Super Market, Madrasha Mour, Natore",['+8801711583588'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. M.A. Sobhan Bhuiyan, Proprietor",Hasan Travels & Tours,binimoyinternational07@yahoo.com,"40/3, Inner Circular (VIP) Road,",['01745770401'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1156/OwnerPhoto_Photo.pdf
"Mr. Asif Abdullah Bin Quddus, Proprietor",Ayman Tours & Travels,aymantravelagent@gmail.com,"1 No Asad Gate, Mosjid Market (3rd Floor)",['01611100222'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1157/OwnerPhoto_Ayman Tours & Travels.jpg
"Mr. Syed Md. Shoaib Hasan,  Managing Director",Sky-In Tours & Travels Ltd.,skyinbd@gmail.com,"342, Asadgonj, Chittagong",['01819314974'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1158/OwnerPhoto_Sky-In Tours & Travels Ltd..png
"Mr.Md.Abdul Karim, Proprietor",Mukta Travels,muktatravelbd@gmail.com,"25, Atish Dipangkar Road(1st Floor), basabo, Sabuzbagh, Dhaka-1214",['01712681646'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1159/OwnerPhoto_2841.jpg
"Mufti Asadullah Siddiquee, Proprietor",Asia Hajj Foundation & Travels,muftiasadullahsiddiqee@gmail.com,"Ishkha Road, (1st Floor) Rothkhala, Kisharegong",01711053989, 01714302492,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1160/OwnerPhoto_Asia Hajj Foundation & Travels.jpg
"Mohammed Billal Hossan, Proprietor",Munshigonj Travels & Tours,muntravels@gmail.com,"Muktarpur, Panchasar, Munshigonj",01712-223516, 01923-777304,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1161/OwnerPhoto_Munshigonj Travels & Tours.jpg
"Mr. Narandro Kumar Das, Proprietor",Asha Travels,demo-e1710bb6-c309-41b4-804b-a5a6818ce563@gmail.com,"124, DIT Ext. Road",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1162/OwnerPhoto_Asha Travels.png
"Mr. Md. Billal Hossain, Managing Partner",Dynamic Travels,belal@dynamic.com.bd,"Bashati Horizon, Apartment # A-7 House # 21, Road # 17",['01713002087'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1163/OwnerPhoto_Dynamic Travels.jpg
"Mr. Md. Ibrahim Hossain, Partner",Unique Tours & Travels Agency,demo-52c0ed22-d83b-4665-95c3-9fb904937803@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Ehteshamul Haque,  Managing Director",Travelsmart Limited,travelsmart@innovnest.com,"Bashati Avenue, Flat # A2   House # 10, Road # 53  Gulshan-2",['01711520080'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1165/OwnerPhoto_3059.jpg
"Mr. Abul Mohsin Md. Yeahia Khan, Managing Partner",Ihram Hajj Kafela Travels & Tours,ihramhajjkafelactg@yahoo.com,"Ferdus plaza (2 nd Floor),  132, CDA Avenue",01670336689, 01819318467,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1166/OwnerPhoto_WhatsApp Image 2023-10-23 at 2.53.36 PM.jpeg
"S.M. Abdul Karim, Proprietor",New N. K. Travels & Tours,cgp_nkt@yahoo.com,"245, Kapashgola Road 21/22, Bashar Market Chowk Bazar, Chittagong",['01819-320465'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1167/OwnerPhoto_New N.K photo.jpg
"Mr. Kazi Alauddin Azad, Proprietor",Green Bangla Travels,greenbanglatravels@gmail.com,"86, East Nasirabad, Sheikh Farid Market (2nd Floor), Sholashahar 2 No. Rail Gate, Chittagong",['01819355212'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1168/OwnerPhoto_Green Bangla Travels.jpg
"Mr. Md. Shafiul Azam, Chairman",Urich Travels & Tours Limited,urichtravels@yahoo.com,"Hasney Tower, Level # 10, 3/A, Kawran Bazar C/A, Tejgoan, Dhaka-1215.",01917702708, 01712840988,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1169/OwnerPhoto_owner.jpg
"Mr. Abul Kashem Mazumder, Proprietor",Chattagram Travels,demo-a8a64e8b-1082-4ea7-a186-3e7c7936fd17@gmail.com,"Sheikh Farid Market (2nd Floor), Sholoshahar, 86, East Nasirabad, Chittagong.","['01819-326711', ' 01979-326711', ' 01856-455791-5', ' 01819-326328']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1170/OwnerPhoto_Chattagram Travels.jpg
"Mr.Sheikh Abul Bashar, Proprietor",North West Travels,sabashar61@yahoo.com,"3/4/A, Purana Paltan, Sabbir Tower, Dhaka - 1000",['01711589294'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1171/OwnerPhoto_1460.png
"Mr. Md. Billal Hossain Akhand, Proprietor",Mohal Travels,mohal_travels@yahoo.com,"42/43, Siddeswari Circular Road, Treasure Island(3rd Floor) Dhaka-1217.","['01819289980', ' 01936100011', ' 01999930193-9']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1172/OwnerPhoto_2830.jpg
"Sumi Islam, Proprietor",Maximus BD Tours And Travels,maximusimmigration@gmail.com,"Plot - 34 (2nd Floor), Road - 46, Gulshan - 2 , Dhaka- 1212 , Bangladesh .",01678775871,01733888808,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1173/OwnerPhoto_2458.jpg
"Ms. Ginia Yasmin, Chairman",Delete 885,demo-25d78973-4ada-47fd-8557-d77c7a1fda15@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr.Al-Hajj.Md.Awlad Hossain, Proprietor",Asia Excellent Tours & Travels,asiaexecllent11@yahoo.com,"Paramount Heights, 65/2/1, Box Culvert Road (Floor F-8), Suit-8/D-2",01712212369, 01674188766,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1175/OwnerPhoto_Asia Excellent Tours & Travels.png
"Mr.S.N.Saiful Murshed Mawla, Proprietor",Asian Holidays,info@asianholidays.com.bd,"A.R Tower, 24,Kamal Ataturk Avenue (14th Floor),",['01678110000'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1176/OwnerPhoto_Asian Holidays.png
"Mr. Mahfuzur Rahman, Chairman & Managing Director",Asian Travels Network Ltd.,atntravels08@yahoo.com,"Dhaka Trade Center (3rd Floor),  99 Kazi Nazrul Islam Avenue",['8801726624040'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_1177/OwnerPhoto_Asian Travels Network Ltd..png
